filename,fold
244024/iNat336684.ogg,1
244024/iNat48510.ogg,0
244024/iNat333213.ogg,4
244024/iNat318740.ogg,3
244024/iNat1214951.ogg,4
244024/iNat546848.ogg,2
244024/iNat559675.ogg,1
244024/iNat1264192.ogg,4
244024/iNat1260620.ogg,4
244024/iNat143918.ogg,3
244024/iNat335560.ogg,0
244024/iNat820745.ogg,2
244024/iNat820746.ogg,2
244024/iNat829066.ogg,4
244024/iNat313447.ogg,3
244024/iNat1231079.ogg,0
244024/iNat143349.ogg,4
244024/iNat135972.ogg,1
244024/iNat307987.ogg,1
244024/iNat308155.ogg,1
244024/iNat308156.ogg,1
244024/iNat542490.ogg,1
244024/iNat1219059.ogg,1
244024/iNat551084.ogg,1
244024/iNat551086.ogg,1
244024/iNat551090.ogg,1
244024/iNat1232682.ogg,4
244024/iNat556810.ogg,1
244024/iNat30950.ogg,3
244024/iNat546877.ogg,2
244024/iNat815959.ogg,4
244024/iNat906356.ogg,1
244024/iNat332327.ogg,4
244024/iNat335883.ogg,4
244024/iNat333780.ogg,4
244024/iNat346440.ogg,4
244024/iNat346441.ogg,4
244024/iNat348562.ogg,4
244024/iNat348573.ogg,4
244024/iNat348579.ogg,4
244024/iNat331541.ogg,4
244024/iNat55999.ogg,0
244024/iNat361156.ogg,3
244024/iNat352298.ogg,3
244024/iNat393911.ogg,3
244024/iNat407846.ogg,3
244024/iNat352306.ogg,3
244024/iNat352305.ogg,3
244024/iNat381263.ogg,3
244024/iNat358501.ogg,3
244024/iNat381262.ogg,3
244024/iNat358497.ogg,3
244024/iNat1273045.ogg,3
244024/iNat530050.ogg,0
244024/iNat59726.ogg,4
244024/iNat53420.ogg,4
244024/iNat169078.ogg,3
244024/iNat1320394.ogg,4
244024/iNat1320482.ogg,4
244024/iNat77266.ogg,3
244024/iNat1550821.ogg,4
244024/iNat1550932.ogg,4
244024/iNat1550933.ogg,4
244024/iNat66919.ogg,4
244024/iNat970863.ogg,4
244024/iNat1333630.ogg,4
244024/iNat185104.ogg,1
244024/iNat68269.ogg,4
244024/iNat1406167.ogg,4
244024/iNat1371659.ogg,4
244024/iNat1339925.ogg,4
244024/iNat961797.ogg,1
244024/iNat1373432.ogg,4
244024/iNat448296.ogg,3
244024/iNat706626.ogg,1
244024/iNat706618.ogg,1
244024/iNat103300.ogg,4
244024/iNat18148.ogg,2
244024/iNat715201.ogg,4
244024/iNat466713.ogg,1
244024/iNat544404.ogg,2
244024/iNat544407.ogg,2
244024/iNat544406.ogg,2
244024/iNat555559.ogg,4
244024/iNat555560.ogg,4
244024/iNat150497.ogg,1
244024/iNat141101.ogg,4
244024/iNat332850.ogg,2
244024/iNat820986.ogg,2
244024/iNat1117205.ogg,2
244024/iNat218600.ogg,1
244024/iNat1583846.ogg,4
244024/iNat1571981.ogg,4
244024/iNat1246858.ogg,2
244024/iNat1247081.ogg,3
244024/iNat772811.ogg,2
244024/iNat761913.ogg,0
244024/iNat761916.ogg,0
244024/iNat761919.ogg,0
244024/iNat761929.ogg,0
244024/iNat761931.ogg,0
244024/iNat769302.ogg,2
244024/iNat1112016.ogg,2
244024/iNat47747.ogg,2
244024/iNat1113920.ogg,4
244024/iNat1111996.ogg,2
244024/iNat483161.ogg,4
244024/iNat755631.ogg,2
244024/iNat272319.ogg,2
244024/iNat272320.ogg,2
244024/iNat272321.ogg,2
244024/iNat272322.ogg,2
244024/iNat272323.ogg,2
244024/iNat272315.ogg,2
244024/iNat559739.ogg,2
244024/iNat771757.ogg,1
244024/iNat488052.ogg,3
244024/iNat762763.ogg,2
244024/iNat1556087.ogg,2
244024/iNat477051.ogg,2
244024/iNat474120.ogg,0
244024/iNat115859.ogg,4
244024/iNat275121.ogg,2
244024/iNat491195.ogg,2
244024/iNat1556704.ogg,1
244024/iNat1129161.ogg,0
244024/iNat1138652.ogg,3
244024/iNat785077.ogg,3
244024/iNat1137250.ogg,0
244024/iNat1192376.ogg,3
244024/iNat269784.ogg,3
244024/iNat269783.ogg,0
244024/iNat270935.ogg,1
244024/iNat1601531.ogg,4
244024/iNat497426.ogg,1
244024/iNat125250.ogg,0
244024/iNat1577017.ogg,4
244024/iNat124841.ogg,3
244024/iNat773921.ogg,3
244024/iNat271945.ogg,3
244024/iNat1563788.ogg,1
244024/iNat267580.ogg,3
244024/iNat280088.ogg,4
244024/iNat272301.ogg,3
244024/iNat118194.ogg,4
244024/iNat274006.ogg,3
244024/iNat273976.ogg,4
244024/iNat1573678.ogg,0
244024/iNat492101.ogg,0
244024/iNat1142822.ogg,0
244024/iNat281067.ogg,0
244024/iNat497916.ogg,2
244024/iNat503289.ogg,2
244024/iNat1535354.ogg,2
244024/iNat490210.ogg,3
244024/iNat140644.ogg,3
244024/iNat134769.ogg,3
244024/iNat129878.ogg,1
244024/iNat129893.ogg,1
25092/iNat856885.ogg,1
25092/iNat876244.ogg,1
25092/iNat1294611.ogg,1
25092/iNat1323826.ogg,1
25092/iNat1291332.ogg,1
25092/XC999247.ogg,2
25092/iNat1301466.ogg,1
25092/iNat1264634.ogg,4
25092/iNat1288388.ogg,4
25092/iNat733455.ogg,2
25092/iNat840133.ogg,2
25092/iNat845826.ogg,2
25092/iNat854292.ogg,0
25092/iNat855263.ogg,0
25092/iNat1645314.ogg,4
25092/iNat887381.ogg,4
25092/iNat27557.ogg,3
25092/iNat887394.ogg,4
25092/iNat153841.ogg,0
25092/iNat818131.ogg,4
25092/XC1062318.ogg,0
25092/XC1068709.ogg,4
25092/iNat1727229.ogg,1
25092/iNat1727231.ogg,1
25092/iNat581598.ogg,1
25092/iNat581599.ogg,1
25214/iNat1253406.ogg,2
25214/iNat1242890.ogg,2
25214/iNat1242888.ogg,2
326272/iNat1693789.ogg,4
326272/iNat1707540.ogg,1
326272/iNat868538.ogg,4
326272/iNat1299066.ogg,0
326272/iNat588384.ogg,2
326272/iNat1303382.ogg,1
326272/iNat859133.ogg,4
326272/iNat197834.ogg,3
326272/iNat886566.ogg,2
326272/iNat840132.ogg,2
326272/iNat1256990.ogg,3
326272/iNat1256991.ogg,3
326272/iNat1256992.ogg,3
326272/iNat849379.ogg,0
326272/iNat330025.ogg,3
326272/iNat333626.ogg,3
326272/iNat337809.ogg,3
326272/iNat1676857.ogg,1
326272/iNat338897.ogg,2
326272/iNat1579289.ogg,1
326272/iNat805812.ogg,1
326272/XC1039610.ogg,2
326272/XC1039609.ogg,2
326272/XC1039612.ogg,2
326272/iNat580369.ogg,3
326272/iNat1247082.ogg,3
326272/iNat280719.ogg,2
326272/iNat1239246.ogg,4
41970/XC992981.ogg,1
41970/XC1044064.ogg,2
41970/iNat1226073.ogg,2
41970/XC564865.ogg,0
41970/XC564871.ogg,0
41970/XC564872.ogg,0
41970/XC564870.ogg,0
41970/XC564868.ogg,0
41970/XC564869.ogg,0
41970/XC564880.ogg,0
41970/XC564866.ogg,0
41970/XC564885.ogg,0
41970/XC564867.ogg,0
41970/XC998917.ogg,3
41970/XC998920.ogg,3
41970/iNat1533995.ogg,1
41970/XC1002183.ogg,3
41970/iNat327629.ogg,4
41970/XC1010403.ogg,0
41970/iNat1015847.ogg,3
41970/iNat1015848.ogg,3
43435/iNat742666.ogg,2
43435/XC960449.ogg,2
43435/XC960448.ogg,2
43435/iNat172602.ogg,0
43435/iNat208008.ogg,4
43435/iNat1477433.ogg,4
43435/iNat62638.ogg,4
43435/iNat1263221.ogg,1
43435/XC962291.ogg,4
43435/iNat538617.ogg,4
43435/iNat1054872.ogg,0
43435/iNat1651689.ogg,3
43435/iNat1243479.ogg,1
43435/iNat1243480.ogg,1
47144/iNat849604.ogg,0
47144/iNat1717935.ogg,0
47144/iNat1615027.ogg,0
47144/iNat1151177.ogg,3
47144/iNat1487841.ogg,0
47144/iNat569990.ogg,3
47144/iNat797909.ogg,1
47144/iNat1378794.ogg,4
47144/iNat1080459.ogg,3
47144/iNat1366168.ogg,3
47144/iNat484556.ogg,3
47144/iNat408017.ogg,3
47144/iNat635684.ogg,3
47144/iNat420011.ogg,3
47144/iNat1199534.ogg,3
47144/iNat1693578.ogg,3
47144/iNat519653.ogg,3
47144/iNat1124821.ogg,3
47144/iNat624420.ogg,3
47144/iNat437856.ogg,3
47144/iNat1132656.ogg,1
47144/iNat1132657.ogg,1
47144/iNat1132658.ogg,1
47144/iNat1132659.ogg,1
47144/iNat1334302.ogg,1
47144/iNat1315851.ogg,1
47144/iNat1729636.ogg,3
47144/iNat1346356.ogg,4
47144/iNat1346365.ogg,4
47144/iNat1317366.ogg,2
47144/iNat611709.ogg,4
47144/iNat1559514.ogg,1
47144/XC993966.ogg,4
47144/iNat1594275.ogg,1
47144/XC679837.ogg,2
47144/iNat1721928.ogg,0
47144/iNat698048.ogg,0
47144/iNat129984.ogg,0
47144/iNat101837.ogg,0
47144/iNat101838.ogg,0
47144/XC1045485.ogg,1
47144/iNat1695608.ogg,2
47144/iNat1191939.ogg,2
476521/iNat304839.ogg,0
476521/iNat330833.ogg,3
476521/iNat1648597.ogg,2
516975/iNat22239.ogg,4
555123/iNat859875.ogg,3
555123/iNat1370876.ogg,1
555123/iNat336366.ogg,2
555145/iNat179807.ogg,1
555145/iNat172617.ogg,0
555145/iNat937677.ogg,4
555145/iNat139216.ogg,0
555145/iNat1242826.ogg,2
555145/XC903862.ogg,0
555145/XC929078.ogg,1
555145/iNat1421758.ogg,0
555145/iNat1711696.ogg,1
555146/iNat320503.ogg,4
555146/XC949664.ogg,4
555146/iNat1657895.ogg,2
555146/XC1062610.ogg,3
555146/iNat897998.ogg,4
555146/iNat911117.ogg,4
555146/iNat1375734.ogg,3
555146/iNat1375753.ogg,3
555146/iNat1263318.ogg,1
555146/iNat1263319.ogg,1
555146/iNat772491.ogg,0
555146/iNat772493.ogg,0
555146/iNat772492.ogg,0
555146/iNat972579.ogg,2
555146/iNat982664.ogg,4
555146/iNat63334.ogg,0
555146/XC950136.ogg,3
555146/iNat1421757.ogg,0
64898/iNat897991.ogg,4
64898/XC1065545.ogg,3
64898/iNat16952.ogg,4
65377/iNat1372639.ogg,4
65377/iNat903692.ogg,2
65377/iNat935962.ogg,2
65377/iNat730290.ogg,2
65377/iNat1613360.ogg,4
65377/iNat899889.ogg,2
65377/iNat1613419.ogg,4
65377/iNat1592917.ogg,4
65377/iNat1484802.ogg,3
65377/iNat161701.ogg,0
65377/iNat1592915.ogg,4
65377/iNat924044.ogg,2
65377/iNat924035.ogg,2
65377/iNat924036.ogg,2
65377/XC1043284.ogg,0
65377/iNat809514.ogg,2
65377/iNat1195477.ogg,2
65377/iNat1195478.ogg,2
65377/iNat1725174.ogg,2
65377/XC1004237.ogg,3
65377/iNat1321386.ogg,3
65377/iNat350007.ogg,2
65377/iNat347572.ogg,1
65377/iNat348429.ogg,1
65377/iNat347851.ogg,1
65377/iNat581606.ogg,1
65377/iNat348157.ogg,1
65377/iNat581603.ogg,1
65377/iNat581604.ogg,1
65377/iNat583467.ogg,1
65377/XC971185.ogg,0
65377/XC971980.ogg,0
65377/iNat1243022.ogg,2
65377/XC905710.ogg,1
65377/XC905709.ogg,1
65377/XC905708.ogg,1
65377/iNat154034.ogg,4
65377/iNat791928.ogg,0
65377/iNat141187.ogg,2
65377/XC1006275.ogg,3
65377/iNat1676955.ogg,1
65377/iNat181418.ogg,2
65377/iNat181436.ogg,2
65377/iNat181417.ogg,2
65377/XC883499.ogg,2
65377/XC1008740.ogg,3
65380/iNat1650638.ogg,2
65380/iNat1650639.ogg,2
65380/iNat578404.ogg,4
65380/iNat1291365.ogg,1
65380/iNat1261184.ogg,1
65380/XC999238.ogg,2
65380/iNat167360.ogg,0
65380/iNat854293.ogg,0
65380/iNat163943.ogg,0
65380/iNat163944.ogg,0
65380/iNat869968.ogg,3
65380/iNat595521.ogg,3
65380/iNat545992.ogg,0
65380/iNat208015.ogg,4
65380/iNat1662490.ogg,4
65380/iNat1720866.ogg,4
65380/XC1066017.ogg,3
65380/iNat309375.ogg,1
65380/iNat586401.ogg,0
65380/iNat160751.ogg,0
65380/iNat1181991.ogg,2
65380/iNat196918.ogg,1
65380/iNat680964.ogg,3
66971/iNat163948.ogg,0
66971/iNat163939.ogg,0
66971/iNat1241669.ogg,3
66971/iNat330584.ogg,1
66971/iNat1337447.ogg,1
67107/iNat869726.ogg,3
67107/XC897239.ogg,1
67107/iNat1635719.ogg,4
67107/XC1039651.ogg,2
67107/iNat1208961.ogg,3
67107/iNat145251.ogg,0
67107/XC952975.ogg,2
67107/iNat70590.ogg,4
67107/iNat314794.ogg,4
67107/iNat1200164.ogg,4
67107/iNat1668289.ogg,4
67107/XC1003088.ogg,3
67107/iNat1644752.ogg,1
67107/iNat499592.ogg,4
67252/iNat933802.ogg,2
67252/iNat1257838.ogg,1
67252/XC952184.ogg,4
67252/XC929104.ogg,1
67252/iNat1451488.ogg,4
67252/XC1000114.ogg,2
70711/iNat1301472.ogg,1
70711/iNat261953.ogg,2
738183/iNat1468130.ogg,1
738183/XC999131.ogg,4
738183/iNat492616.ogg,2
738183/iNat507314.ogg,4
738183/iNat507316.ogg,4
74113/XC987237.ogg,2
74113/XC1067103.ogg,4
74113/XC1067102.ogg,4
74113/XC1067101.ogg,4
74113/XC1067100.ogg,4
74113/XC1066320.ogg,4
74113/XC1067099.ogg,4
74113/XC992449.ogg,4
74113/iNat1463593.ogg,3
74113/XC1039325.ogg,0
74580/iNat1152501.ogg,3
74580/XC991442.ogg,2
74580/iNat717618.ogg,0
760266/iNat792679.ogg,4
760266/iNat451611.ogg,4
760266/iNat382322.ogg,4
760266/iNat609771.ogg,4
760266/iNat175194.ogg,4
760266/iNat379362.ogg,4
760266/iNat1101522.ogg,4
ashgre1/XC684562.ogg,1
ashgre1/XC594096.ogg,1
ashgre1/XC586661.ogg,1
ashgre1/XC421675.ogg,0
ashgre1/XC295564.ogg,0
ashgre1/XC838398.ogg,2
ashgre1/XC288341.ogg,2
ashgre1/XC314071.ogg,1
ashgre1/XC211181.ogg,1
ashgre1/XC711281.ogg,2
ashgre1/XC115713.ogg,2
ashgre1/XC704346.ogg,2
ashgre1/XC563371.ogg,2
ashgre1/XC422363.ogg,2
ashgre1/XC713778.ogg,2
ashgre1/XC464934.ogg,4
ashgre1/XC619792.ogg,2
ashgre1/XC619791.ogg,2
ashgre1/XC556103.ogg,2
ashgre1/XC556102.ogg,2
ashgre1/XC838099.ogg,2
ashgre1/XC82230.ogg,1
ashgre1/XC985373.ogg,2
ashgre1/XC965398.ogg,2
ashgre1/XC963333.ogg,2
ashgre1/XC803715.ogg,2
ashgre1/XC422366.ogg,2
ashgre1/XC237384.ogg,2
ashgre1/iNat963674.ogg,3
ashgre1/iNat398205.ogg,0
ashgre1/XC344801.ogg,2
ashgre1/XC840155.ogg,2
ashgre1/XC818332.ogg,2
ashgre1/XC692037.ogg,2
ashgre1/XC692035.ogg,2
ashgre1/XC692029.ogg,2
ashgre1/XC171176.ogg,3
ashgre1/XC413512.ogg,2
ashgre1/XC63532.ogg,1
ashgre1/XC63531.ogg,1
ashgre1/XC63529.ogg,1
ashgre1/XC391691.ogg,4
ashgre1/XC603911.ogg,4
ashgre1/XC837889.ogg,2
ashgre1/XC837981.ogg,2
ashgre1/XC264107.ogg,3
ashgre1/XC2292.ogg,0
ashgre1/XC2285.ogg,0
ashgre1/XC781744.ogg,4
ashgre1/XC606726.ogg,4
ashgre1/XC604132.ogg,4
ashgre1/XC781742.ogg,4
ashgre1/XC2667.ogg,0
ashgre1/XC344050.ogg,0
ashgre1/XC708780.ogg,3
ashgre1/XC698675.ogg,0
ashgre1/XC799754.ogg,3
ashgre1/XC427494.ogg,2
ashgre1/XC323639.ogg,1
ashgre1/XC82229.ogg,1
ashgre1/iNat52960.ogg,4
ashgre1/XC648684.ogg,3
ashgre1/XC855459.ogg,2
ashgre1/XC150322.ogg,1
ashgre1/XC142241.ogg,0
ashgre1/XC142240.ogg,0
ashgre1/XC764123.ogg,1
ashgre1/XC764122.ogg,1
ashgre1/XC297050.ogg,4
ashgre1/XC297048.ogg,4
ashgre1/XC297049.ogg,4
ashgre1/XC762459.ogg,3
ashgre1/XC180993.ogg,4
ashgre1/XC150301.ogg,1
ashgre1/XC817243.ogg,2
ashgre1/XC769560.ogg,2
ashgre1/XC289449.ogg,1
ashgre1/XC288719.ogg,1
ashgre1/XC974663.ogg,2
ashgre1/XC974662.ogg,2
ashgre1/XC974661.ogg,2
ashgre1/XC118668.ogg,3
ashgre1/XC466524.ogg,0
ashgre1/XC293832.ogg,0
ashgre1/XC293831.ogg,0
ashgre1/XC791105.ogg,0
ashgre1/iNat522965.ogg,0
ashgre1/XC325554.ogg,3
ashgre1/XC942160.ogg,3
ashgre1/XC301341.ogg,0
ashgre1/iNat222942.ogg,0
ashgre1/iNat882058.ogg,0
ashgre1/iNat344251.ogg,0
ashgre1/XC135192.ogg,1
ashgre1/XC836532.ogg,3
ashgre1/XC8627.ogg,3
ashgre1/iNat1005716.ogg,2
ashgre1/iNat986935.ogg,4
ashgre1/iNat1400791.ogg,4
ashgre1/iNat992413.ogg,4
ashgre1/XC450815.ogg,4
ashgre1/XC520379.ogg,2
ashgre1/XC609971.ogg,0
ashgre1/XC492254.ogg,0
ashgre1/XC516434.ogg,2
ashgre1/XC516395.ogg,2
astcra1/XC558005.ogg,1
astcra1/XC174015.ogg,2
astcra1/iNat554130.ogg,0
astcra1/iNat554129.ogg,0
astcra1/XC174743.ogg,2
astcra1/XC410153.ogg,1
astcra1/iNat289640.ogg,1
astcra1/XC358389.ogg,1
astcra1/XC381493.ogg,1
astcra1/XC381433.ogg,1
astcra1/XC381432.ogg,1
astcra1/XC381429.ogg,1
astcra1/XC381487.ogg,1
astcra1/XC452532.ogg,3
astcra1/iNat1493006.ogg,2
astcra1/iNat1493004.ogg,2
astcra1/iNat1496895.ogg,2
astcra1/iNat1485354.ogg,3
astcra1/XC1019019.ogg,3
astcra1/iNat1460296.ogg,3
astcra1/iNat1460295.ogg,3
astcra1/iNat1460294.ogg,3
astcra1/XC174361.ogg,1
astcra1/XC751213.ogg,0
astcra1/iNat566155.ogg,4
astcra1/iNat340846.ogg,3
astcra1/XC343197.ogg,1
astcra1/XC654941.ogg,2
astcra1/iNat694659.ogg,3
astcra1/XC589401.ogg,1
astcra1/XC423646.ogg,3
astcra1/XC370480.ogg,1
astcra1/XC185661.ogg,1
astcra1/iNat398104.ogg,0
astcra1/XC551072.ogg,3
astcra1/iNat279134.ogg,1
astcra1/XC349235.ogg,3
astcra1/XC476565.ogg,4
astcra1/XC413774.ogg,2
astcra1/XC604461.ogg,1
astcra1/XC695254.ogg,3
astcra1/XC720959.ogg,1
